userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (318,9.72589768934995e-05) (2858,9.715300984680653e-05) (595,8.675128628965467e-05)* (2762,8.203421748476103e-05)* (356,7.991363963810727e-05) (2396,7.860505866119638e-05) (593,7.622223347425461e-05) (1197,7.588065636809915e-05) (34,7.534218457294628e-05) (364,7.197745435405523e-05) (1198,7.160907989600673e-05) (1196,6.84741316945292e-05) (1210,6.529257370857522e-05) (1259,6.403591396519914e-05) (2081,6.384050357155502e-05) (2078,6.375306111294776e-05) (1265,6.294687045738101e-05) (2080,6.291845056694001e-05) (2716,5.9942623920505866e-05) (110,5.8792084018932655e-05)
4871: (2959,0.00017697358271107078)* (318,0.00017656420823186636) (2599,0.0001645148586248979) (2395,0.00015963849727995694) (3408,0.00015291837917175144) (3160,0.00015261824592016637) (480,0.00014706312504131347) (3623,0.00014215958071872592) (3578,0.00013997379573993385) (2706,0.00013973713794257492) (2396,0.00013574655167758465) (2028,0.00013251937343738973) (527,0.00013022964412812144) (3510,0.00012812973000109196) (296,0.00012362674169708043) (913,0.00012172646529506892) (608,0.0001204616783070378) (1208,0.00012010643695248291) (223,0.00011575626558624208) (1210,0.00011260309838689864)
4872: (2762,8.672307012602687e-05) (2396,7.590627501485869e-05) (3175,7.307986379601061e-05) (110,7.025671220617369e-05) (1210,6.888256757520139e-05) (2628,6.8645465944428e-05) (11,6.65751431370154e-05) (1721,6.535753345815465e-05) (2028,6.463376485044137e-05) (1356,6.432849477278069e-05) (3147,6.394655792973936e-05) (597,6.283281254582107e-05) (3114,6.257327186176553e-05) (780,6.224682874744758e-05) (539,6.22305233264342e-05) (733,6.168279651319608e-05) (1608,6.101102553657256e-05) (1,6.018444400979206e-05) (2959,5.829010115121491e-05) (457,5.7949313486460596e-05)
4873: (1252,8.948743197834119e-05) (912,7.640530384378508e-05) (1267,7.434286089846864e-05)* (2186,7.222943531814963e-05) (904,7.019604527158663e-05) (3435,6.836638931417838e-05) (1221,6.717002543155104e-05) (1284,6.558404129464179e-05) (923,6.298672087723389e-05) (903,6.101435792515986e-05) (908,6.0041020333301276e-05) (1212,5.836106720380485e-05)* (1193,5.721053821616806e-05)* (924,5.1972772780572996e-05) (1207,5.1366776460781693e-05) (3683,5.0104841648135334e-05) (942,5.010234599467367e-05) (3095,4.997126598027535e-05) (1230,4.983262260793708e-05) (3362,4.902227738057263e-05)
4874: (527,6.52912276564166e-05) (1193,6.350989133352414e-05) (318,6.229925929801539e-05) (1252,5.983238588669337e-05) (111,5.846465501235798e-05) (913,5.3987074352335185e-05) (593,5.135014362167567e-05) (1267,5.057597081759013e-05) (1089,5.015175338485278e-05) (2908,4.876604361925274e-05) (2599,4.6603818191215396e-05) (1230,4.6121098421281204e-05) (1041,4.605712092597969e-05) (923,4.5888529712101445e-05) (912,4.466948303161189e-05) (904,4.3096442823298275e-05) (2997,4.294121026759967e-05) (1304,4.209383041597903e-05) (223,3.8928868889342993e-05) (1228,3.883472163579427e-05)
4875: (318,0.00011681496107485145)* (593,0.00010895403829636052) (608,0.00010726149776019156)* (296,0.00010271991777699441) (1213,8.896143117453903e-05) (1617,8.863888069754466e-05) (3160,7.74631553213112e-05) (1193,7.423631177516654e-05) (50,6.801924610044807e-05) (2028,6.782944547012448e-05)* (2324,6.479363946709782e-05) (34,6.364036380546167e-05) (3114,6.333718192763627e-05) (1265,6.284327537287027e-05) (1,6.030097938491963e-05) (2291,5.9981855883961543e-05) (912,5.8414148952579126e-05) (858,5.823174069519155e-05) (2959,5.821267404826358e-05) (2336,5.7206543715437874e-05)
4876: (318,0.00014725408982485533) (2858,0.00013906642561778426)* (2396,0.00013345871411729604) (593,0.00012447753397282213) (608,0.00012014238018309698) (2997,0.00011197591084055603) (1193,0.00010850898252101615) (34,0.00010410618415335193)* (2028,0.00010245114390272647) (912,9.992692503146827e-05) (1213,9.775692888069898e-05) (296,9.704749390948564e-05) (2571,9.086367936106399e-05) (1265,8.961802814155817e-05) (1617,8.843887917464599e-05) (1230,8.587305637774989e-05) (1196,8.559721027268097e-05) (2762,8.455378701910377e-05) (1225,8.442594116786495e-05) (919,8.297432941617444e-05)
4877: (2858,0.00011923131387447938) (2762,9.261973900720477e-05) (527,9.001950093079358e-05) (1198,7.944638491608202e-05) (1210,7.812267722329125e-05) (608,7.517077756347135e-05) (1617,7.123743853298947e-05)* (1197,7.005499355727807e-05) (110,6.679491343675181e-05) (50,6.580889748875052e-05) (34,6.521893374156207e-05) (1193,6.418351404136047e-05) (1097,6.250660953810439e-05) (356,6.194203888298944e-05) (595,5.988391785649583e-05) (589,5.956388122285716e-05) (919,5.94201083004009e-05) (3578,5.731000055675395e-05) (588,5.650992170558311e-05)* (2959,5.24653478350956e-05)
4878: (2858,0.00012270135630387813) (1265,0.00011628292850218713) (3114,0.00011060233373427764) (34,0.00010710555943660438) (1,0.0001022393989842385) (2599,0.00010005019430536777) (440,9.847123874351382e-05) (597,9.757246152730659e-05) (2355,9.312524343840778e-05) (318,9.019825665745884e-05) (2997,8.661821630084887e-05) (1307,8.188431093003601e-05) (1197,8.121871360344812e-05) (3255,7.882237696321681e-05) (1641,7.668984471820295e-05) (1784,7.637428643647581e-05) (2918,7.471979915862903e-05) (527,7.2383729275316e-05) (2302,7.23385892342776e-05) (1721,7.02488687238656e-05)
4879: (1196,0.00015140531468205154)* (858,0.00013263475557323545)* (1197,0.00010535857290960848)* (318,0.00010435305739520118) (1270,9.733891783980653e-05) (2028,9.500866144662723e-05) (1221,9.07228677533567e-05) (1097,9.000151476357132e-05) (924,8.908790186978877e-05) (2997,8.873522165231407e-05) (1,8.500189142068848e-05) (296,8.25617098598741e-05) (2804,7.561253005405888e-05) (3114,7.491531869163737e-05) (1252,7.361092139035463e-05)* (1265,7.239063415909186e-05) (923,6.961125473026186e-05)* (1304,6.920320447534323e-05) (589,6.870822107885033e-05) (1267,6.86729108565487e-05)
4880: (913,5.3877844038652256e-05) (2908,4.600148167810403e-05) (2396,3.971663682023063e-05) (3897,3.735302379936911e-05) (2686,3.660596121335402e-05) (942,3.315807771286927e-05) (912,3.315013600513339e-05) (1041,3.2588624890195206e-05) (1267,3.2354557333746925e-05) (3125,3.230265429010615e-05)* (1284,3.22023915941827e-05) (3435,3.218096026103012e-05) (265,3.172241849824786e-05) (930,3.164831650792621e-05) (3408,2.9078846637276e-05) (1183,2.8303191356826574e-05) (314,2.8174181352369487e-05) (1213,2.7153191695106216e-05) (2997,2.711428896873258e-05) (2692,2.7056232283939607e-05)
4881: (2858,0.00032041556551121175)* (2997,0.00022711696510668844)* (2599,0.00019851121760439128) (2028,0.00018931369413621724) (2336,0.00018689490389078856) (2706,0.00018110086966771632) (593,0.00017990157357417047) (2707,0.0001759496662998572) (3578,0.00016959929780568928) (3005,0.0001630661718081683) (2355,0.00016218256496358663) (3176,0.00015609974798280746) (223,0.00015430976054631174) (2959,0.00015222695947159082) (2571,0.0001477434707339853) (3543,0.00014573941007256508) (2683,0.00013779640721622854) (3753,0.00013436701556202024) (2881,0.00013341936573851854) (110,0.00013294171367306262)
4882: (1196,0.0001518966309959069) (1270,0.00011021261161658913) (1197,9.195780876325443e-05) (1136,8.681182225700468e-05)* (1387,8.043317939154804e-05)* (1036,7.294263923540711e-05)* (1097,7.130764424800873e-05)* (1225,7.043098594294861e-05) (1259,7.006050873314962e-05) (2804,6.944557389942929e-05) (1278,6.914433470228687e-05)* (3471,6.776872760383412e-05) (3363,6.762429256923497e-05) (1291,6.551846308866516e-05) (919,6.503712938865647e-05) (2028,6.487567588919774e-05) (1230,6.467331695603207e-05)* (912,6.42108716419898e-05) (2858,6.376699457177892e-05) (593,6.335951911751181e-05)
4883: (919,5.130453428137116e-05) (914,5.0962757086381316e-05) (594,4.7053228627191857e-05) (2565,4.247710603522137e-05) (2087,4.1715324186952785e-05) (2080,3.901156014762819e-05) (3061,3.880051735904999e-05) (595,3.711174940690398e-05) (2078,3.6747045669471845e-05) (920,3.591026325011626e-05) (3549,3.584466321626678e-05) (1022,3.5000401112483814e-05) (912,3.310805550427176e-05) (1951,3.164701411151327e-05) (2941,3.110637771897018e-05) (364,3.106207441305742e-05) (588,3.0234543373808265e-05) (969,2.8651338652707636e-05) (938,2.8633685360546224e-05) (3675,2.8532107535284013e-05)
4884: (2571,0.00020196725381538272)* (589,0.00019603216787800193)* (1240,0.00017410935834050179)* (593,0.00016440024774055928)* (1221,0.00011886719585163519) (296,0.00011346991232130677)* (608,0.0001122102330555208)* (1610,0.00010922549699898809) (2916,0.0001053136948030442) (1193,0.00010036658932222053) (2628,9.320247772848234e-05) (356,9.308967128163204e-05)* (1,8.79694489412941e-05) (924,8.511920168530196e-05)* (750,8.123415318550542e-05)* (912,7.856807496864349e-05)* (1356,7.393948180833831e-05) (3114,7.343719335040078e-05)* (3793,7.29499151930213e-05) (1127,7.253905641846359e-05)*
4885: (1196,0.00019909243565052748) (858,0.0001675964886089787) (1198,0.00016142669483087957)* (1214,0.00013156497152522206) (1210,0.000130984844872728) (1240,0.00012200217315694317) (1221,0.00012144203356001526) (1304,0.00011624562466749921) (2028,0.00011621957673924044) (969,0.00011050920147681609)* (593,0.00010664929868653417) (527,0.00010472116991877556) (1270,0.00010269242193317041) (924,9.628183033782989e-05) (1387,9.490807860856876e-05) (1200,9.39719975576736e-05) (541,9.12221657927148e-05) (1250,8.756973693380132e-05) (1197,8.695889846421778e-05) (318,8.679237362230197e-05)
4886: (1210,0.0002331002615392208)* (480,0.00015956941933836788) (2858,0.00013853804557584226) (1356,0.0001278363197343424) (1198,0.0001235495728906244) (924,0.00012255116598680615)* (3793,0.00012118594167986885) (2762,0.00012112119293306023) (110,0.00010974858741974458) (1097,0.00010839739843504503) (1376,9.973548003472388e-05) (1206,9.776141087058932e-05) (3578,9.758369560586289e-05) (1197,9.539725579088554e-05) (2028,9.438522829441354e-05) (1584,9.400050475960597e-05) (780,9.399125701747835e-05) (2716,9.270681766793132e-05) (1199,9.149723337031901e-05) (750,9.124045027419925e-05)
4887: (2762,0.00015450664795935154) (260,0.00014832534361630678) (527,0.0001470284623792395) (296,0.0001428343530278653) (1210,0.00014253883273340762) (1197,0.00013399688759818673)* (2997,0.00012216324103064835) (1704,0.00011204703332623467) (1617,0.00011018195800716057) (1270,0.0001091191588784568) (858,0.00010091194417327642) (2355,9.332899935543537e-05)* (1259,9.219558705808595e-05) (1097,8.93941250978969e-05) (1968,8.800686919130385e-05) (3147,8.764141239225864e-05) (1580,8.740988414501771e-05) (1610,8.455287752440199e-05) (2324,8.412411989411339e-05) (1307,8.382589294342324e-05)*
4888: (1221,0.00010027785901911557) (923,9.1386835265439e-05) (1225,8.932606579037383e-05) (1304,8.802868251223117e-05)* (1207,8.307909592986107e-05) (1204,7.970893784658983e-05)* (1250,7.587536674691364e-05)* (920,7.309318607440218e-05) (1284,6.857229891465977e-05)* (3363,6.727738946210593e-05) (3095,6.572977144969627e-05) (1617,6.411175127141178e-05)* (922,6.299043161561713e-05) (1198,6.0555368690984324e-05)* (3362,5.9113452152814716e-05) (3683,5.77285754843615e-05) (2804,5.568531196331605e-05) (2396,5.479220635606907e-05) (1952,5.4501695558428764e-05) (3421,5.3647203458240256e-05)
4889: (2858,0.00017675620620138943) (1197,0.00016260051052086055)* (1270,0.00015678504132665694)* (318,0.0001538244978291914)* (1036,0.00014857968199066818)* (2762,0.00013903813669458032) (2628,0.00012386559683363885)* (608,0.00011211454693693668) (1221,0.00011074665235355496)* (2000,0.00010201043187407777)* (2396,0.00010044020018540323) (50,9.870402573142201e-05) (1265,9.769858297659084e-05)* (541,9.398545080330223e-05) (1704,9.392319770995528e-05)* (3793,9.363552089780569e-05) (1213,9.194590529659763e-05) (2716,9.123341442318633e-05)* (2791,9.077059075934812e-05) (1242,8.79113795235753e-05)
4890: (2396,9.150675032287836e-05) (296,8.305180381285027e-05) (1265,7.110294245649129e-05) (2997,7.070841820677742e-05) (1213,6.816778477514163e-05) (34,6.514677806990221e-05) (1,6.428571214200929e-05) (2028,6.339372339425609e-05) (1617,6.294705963227898e-05) (2762,6.288750591920689e-05) (1193,6.194242450874299e-05) (858,5.8875855756923556e-05) (356,5.733455691370182e-05) (2324,5.70576885365881e-05)* (1197,5.686631993739866e-05) (1225,5.572819645749405e-05)* (1259,5.494071592693217e-05) (912,5.4639243899146095e-05) (1784,5.40293513040524e-05) (3114,5.379108552006073e-05)
4891: (260,0.0001137417129939422) (858,0.00011285388609394431) (1198,0.00010705156455514953) (1221,0.00010517890768824145) (1304,0.00010204818681813776)* (908,8.400774822803214e-05) (1136,8.387528214370832e-05) (912,8.382835221709684e-05) (1193,8.371515286853537e-05) (1196,7.81904673203826e-05) (2858,7.68812169553712e-05) (2300,7.662925054319203e-05) (3114,7.57952657295391e-05) (750,7.408335659420118e-05) (1225,7.071705476846546e-05) (1252,7.064655801514164e-05) (1197,7.023775106063113e-05) (1278,7.0035363023635e-05) (1,6.93859183229506e-05) (1953,6.898889841977507e-05)
4892: (1240,0.0001241436111740768) (1200,0.00011725961667252705)* (1270,0.00010511207801755518) (1210,0.00010207974992226809) (1206,8.65349211380817e-05) (1580,8.322946086991578e-05) (750,7.987703429535031e-05)* (3471,7.926147372927517e-05) (480,7.858714525355026e-05) (1199,7.398534216918051e-05) (2529,7.174754864536226e-05) (2968,6.911022501299158e-05) (2628,6.816318636992946e-05) (1653,6.812385254306719e-05) (1097,6.568702519871294e-05) (1253,6.452677916968241e-05) (3702,6.238495552679524e-05) (1356,6.218973430804908e-05) (1374,5.8351128245703876e-05) (1198,5.679488822352141e-05)
4893: (260,0.0002216664288425818)* (2571,0.00020087932352907956)* (1210,0.00017245345225092024)* (480,0.00015033918316476047)* (1214,0.00013590988237410784)* (2916,0.00012840986892115325) (541,0.00011008791625499725) (329,0.00010743911116151139)* (1127,9.562270861351863e-05) (3527,9.086801583180204e-05) (2529,8.44382811919786e-05) (1097,8.176372648449615e-05)* (1253,7.798093429300934e-05) (1676,7.439897308358923e-05) (2288,7.302238373085856e-05) (3793,7.274514791788533e-05) (924,7.116049528121948e-05) (32,7.064139208523557e-05) (1653,7.042114157229662e-05) (2662,6.964818021515384e-05)
4894: (2571,0.00013148497964721173) (1200,0.00012038410204695538) (541,9.906489867717028e-05) (1198,9.191787103191018e-05) (2916,8.397707279073074e-05) (110,8.284230716526508e-05)* (2028,8.282608177978545e-05) (924,7.98368637333624e-05) (858,7.889914559200406e-05) (1270,7.771204400341958e-05) (1580,7.19405070412904e-05) (457,7.181866385508329e-05)* (3527,6.596021557925269e-05) (2529,6.470169319072738e-05) (1221,6.427516927942634e-05) (3471,6.255624612094834e-05) (1356,6.142573693068698e-05) (3702,6.105665670474991e-05) (1374,5.998633787385188e-05) (2628,5.879740638192743e-05)
4895: (593,0.00010189565364271402)* (527,9.295885683968663e-05) (2028,9.265507833333686e-05) (2396,8.355494355782866e-05) (110,7.718550477875397e-05) (2571,7.143852417357266e-05) (608,7.061799260554835e-05) (2997,6.829995254520327e-05) (858,6.618633778998628e-05) (1213,6.474661495303735e-05) (1617,6.468863284680992e-05)* (356,6.268206925597042e-05) (457,6.25547836534679e-05)* (1210,6.206848047440872e-05) (1704,5.9999943914590403e-05) (3578,5.998781489324756e-05) (480,5.752670767833479e-05) (1193,5.709120159735903e-05) (260,5.6862209021346644e-05) (50,5.667960431310348e-05)
4896: (3952,5.250406320556067e-05) (3623,5.136858453624882e-05) (3911,4.9541158659849316e-05) (3409,4.720656943391077e-05) (3753,4.712533700512722e-05) (3915,4.6934881538618356e-05) (3897,4.679226549342275e-05) (3285,4.622714550350793e-05) (3481,4.254690065863542e-05) (3408,4.2100800783373415e-05) (3755,4.1361992771271616e-05) (3513,4.1048118873732165e-05) (3617,4.025565795018338e-05) (3717,4.005382288596593e-05)* (3948,3.917005597031675e-05) (3510,3.858155105262995e-05) (3173,3.759449100471102e-05) (3185,3.724724592757411e-05) (3798,3.536202711984515e-05) (3910,3.5219007259001955e-05)
4897: (1196,0.00021375440701376647) (2571,0.00016779867291916162) (1036,0.00013056323223281652) (457,0.00012573943240568042) (480,0.00012507924111559987)* (1270,0.00012027881166432053)* (1197,0.00010611811012495309) (1221,8.47412011353299e-05) (1304,8.309351687785238e-05)* (1374,7.648701284779236e-05)* (541,7.508412090828642e-05) (527,6.862196460133418e-05) (1242,6.751666660420597e-05)* (969,6.69640940031968e-05) (2529,6.6443404648453e-05)* (3703,6.504989141831174e-05) (780,6.198148912517354e-05)* (1127,6.0772948927478865e-05) (1376,6.059427687432617e-05) (1201,6.050511365174316e-05)*
4898: (608,0.0001252073561772704)* (2858,0.00011883087427122518) (527,0.00010893832222791389)* (296,9.768247400643304e-05)* (912,9.600204066373408e-05)* (1213,8.892743062460795e-05) (2028,8.100920240394771e-05) (908,7.905837264843285e-05)* (2396,7.897024624980986e-05) (1225,7.858806202420965e-05) (1230,7.765248301438987e-05) (2997,7.38109738449566e-05) (111,6.880827277200297e-05) (924,6.683517131023109e-05)* (541,6.61038575344719e-05) (1136,6.546474469359964e-05)* (34,6.327817391138524e-05) (1247,6.174181908136234e-05) (1304,6.0751994169550017e-05) (1259,6.051230229786597e-05)
4899: (1196,0.00016847351798787713)* (2571,0.0001216153395944275) (1210,0.0001107802745536901) (589,0.00011016484495485201) (2028,0.00010435923468321562) (541,0.00010419562750030309)* (1270,0.00010066147660836577) (1193,9.747972944751382e-05) (1221,9.552590199746192e-05) (1213,9.458849672228098e-05) (1136,8.865711424732581e-05) (1259,7.52515479689464e-05) (1097,7.499595085391775e-05) (912,7.39657407393679e-05) (110,7.227437890833244e-05) (1265,7.070170249789953e-05) (111,7.005917723290622e-05) (3471,6.840418063802645e-05) (3114,6.825054151704535e-05) (32,6.748174200765789e-05)
4900: (2997,0.00018232643196824938)* (260,0.00013223277346696705) (2683,0.00012469517241697758) (2396,0.00012307277938816696) (2355,0.00012159714970039204) (2706,0.00011803364031948149) (2716,0.00011725947115337476) (3114,0.00011482405534479767) (1196,0.00011388682469259948) (589,0.00011244700726820156) (2599,0.00010897776519414037) (2959,0.00010472921712789685) (1198,0.000104149614344351) (318,0.00010325740004191175) (3578,0.00010232575004920363) (2987,9.88793617580086e-05) (2028,9.540517930872738e-05) (110,9.299579687649384e-05) (527,8.98819271242246e-05) (1270,8.748907566769049e-05)
4901: (2028,0.00016311529907397926) (1270,0.00015812282799743116)* (110,0.00014149727940093726)* (593,0.00013030676927883178) (1387,0.0001264362217625603)* (1097,0.00012338199303485453) (1221,0.00012027164484607056)* (2916,0.00010464684601174667) (1304,9.952608525054529e-05) (1580,9.944040357368067e-05) (2628,9.8688731668517e-05)* (318,9.10962262423709e-05) (2791,9.020348079502583e-05) (1242,8.992389484774321e-05) (1136,8.981297287391499e-05) (1259,8.713982242625207e-05) (924,8.709986286703497e-05)* (1,8.344592060893774e-05) (356,8.323591464431956e-05) (2804,8.054021600401029e-05)
