userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2858,14.890045166015625) (2396,14.315960884094238) (593,13.95844841003418) (318,13.902490615844727) (858,13.371723175048828) (1196,13.35035514831543) (1193,13.177972793579102)* (1198,13.17405891418457) (912,13.164117813110352) (1197,12.978717803955078) (2762,12.956230163574219)* (1225,12.740355491638184) (1265,12.728422164916992) (34,12.527816772460938) (356,12.313689231872559) (1617,12.16653060913086) (1259,12.082703590393066) (1307,12.074316024780273) (1210,12.057555198669434) (2997,11.875787734985352)
5656: (1230,7.963778495788574) (1244,7.328824043273926) (1952,7.112975120544434) (912,7.063930511474609) (1041,7.051876544952393) (1252,6.9461469650268555) (1247,6.938068866729736) (923,6.878337860107422) (1296,6.489489555358887) (1207,6.472629070281982) (1094,6.419629096984863) (1945,6.388303756713867) (1193,6.222830772399902) (1225,6.206048488616943) (111,6.125498294830322) (3089,6.090105056762695)* (1172,6.077877044677734) (922,6.07637357711792) (908,6.053530693054199) (926,5.963308334350586)
5657: (1210,17.633522033691406) (480,17.501432418823242)* (260,17.494890213012695) (2858,17.401599884033203)* (1196,17.178279876708984) (1198,16.981197357177734) (457,16.532615661621094)* (1580,16.1506290435791)* (1270,15.646108627319336) (527,15.618167877197266) (1197,15.540985107421875) (3578,14.906648635864258) (1240,14.85291862487793) (296,14.709023475646973)* (1036,14.517988204956055) (1291,14.390896797180176) (2396,14.303558349609375) (858,13.867488861083984) (2716,13.79045581817627) (2000,13.568334579467773)
5658: (1196,18.890235900878906) (1240,17.394332885742188) (1210,17.171457290649414) (1214,16.93898582458496) (1304,16.23228645324707) (589,15.897537231445312) (1387,15.749305725097656) (1270,15.679283142089844) (541,15.599336624145508) (1200,15.596345901489258) (1036,15.423321723937988) (924,15.386993408203125) (919,15.280128479003906) (1097,15.19607925415039) (2028,15.102777481079102) (1193,15.004573822021484) (750,14.888574600219727) (1197,14.679241180419922) (2571,14.639952659606934) (1291,14.544219970703125)
5659: (2571,16.95658302307129)* (589,16.514894485473633)* (260,14.991491317749023) (780,14.989039421081543)* (110,14.801603317260742) (1196,14.407499313354492) (2916,14.401788711547852) (733,13.869213104248047)* (2028,13.334089279174805) (1270,13.304296493530273) (2762,13.298739433288574)* (1356,13.223503112792969)* (1291,13.081143379211426) (1527,13.007650375366211) (1036,12.746639251708984) (1917,12.736566543579102) (380,12.717348098754883)* (1127,12.56494140625) (1374,12.375093460083008) (3793,12.365625381469727)
5660: (260,14.200773239135742) (1196,13.407140731811523)* (589,13.208642959594727) (1240,13.155450820922852)* (2571,12.761387825012207) (1198,12.408061981201172) (1214,12.375516891479492) (1200,12.076501846313477) (480,11.885602951049805) (1580,11.252628326416016) (2916,11.109136581420898) (1270,11.104275703430176) (1291,10.827775955200195) (1036,10.765037536621094) (2628,10.741719245910645) (3527,10.35455322265625) (1356,10.347557067871094) (1197,10.188850402832031) (1376,10.091423988342285) (110,9.912211418151855)
5661: (858,20.829885482788086) (912,20.03848648071289) (1193,19.668991088867188) (527,18.832069396972656) (593,18.680992126464844) (919,18.503368377685547)* (2858,18.293315887451172) (908,18.167484283447266) (1230,18.096221923828125) (1221,17.98169708251953) (1247,17.71563148498535) (1617,17.685565948486328) (1252,17.55217933654785) (318,17.48507308959961) (750,17.416667938232422) (904,17.305667877197266)* (923,17.219566345214844) (1136,17.146493911743164) (1207,16.863075256347656) (111,16.829151153564453)
5662: (589,13.719609260559082) (480,13.708527565002441) (1210,12.857691764831543) (1580,12.805458068847656) (110,12.421175003051758) (2628,12.371635437011719) (780,12.17588996887207) (2916,11.884445190429688) (457,11.852663040161133) (260,11.571578979492188) (2028,11.232314109802246) (1610,11.092151641845703) (1198,10.977439880371094) (356,10.853961944580078) (1240,10.732097625732422) (380,10.698466300964355) (1527,10.672883987426758) (3578,10.605348587036133) (1291,10.604835510253906) (3793,10.573527336120605)
5663: (2571,19.8914794921875)* (260,19.745304107666016) (480,18.928089141845703)* (2028,18.26486587524414)* (1580,17.394800186157227) (1240,17.273197174072266) (356,16.216981887817383)* (1036,16.127883911132812) (1291,15.973917007446289) (1610,15.970430374145508)* (1214,15.509668350219727) (780,15.352874755859375) (1,15.116165161132812) (527,14.945547103881836)* (2000,14.905385971069336) (858,14.676908493041992) (2716,14.546121597290039) (1127,14.153573036193848) (50,14.095197677612305) (1387,14.042717933654785)
5664: (1210,21.238727569580078)* (1196,21.01705551147461)* (589,20.95462417602539)* (1198,19.89612579345703) (1580,18.84063720703125)* (2028,18.00594139099121)* (1200,17.262165069580078)* (593,17.0159912109375) (2628,17.00225067138672)* (1291,16.964733123779297) (1036,16.722919464111328)* (1610,15.571081161499023) (3793,15.430692672729492) (858,15.374673843383789) (1136,15.235687255859375) (1265,15.218417167663574)* (1259,15.17269515991211) (608,14.910625457763672)* (1617,14.849742889404297) (1527,14.810017585754395)*
5665: (2858,16.493549346923828)* (1196,15.628515243530273) (1198,15.226259231567383) (296,15.074787139892578) (2028,15.033409118652344)* (912,14.219457626342773) (1213,14.007204055786133) (1197,13.845043182373047) (1225,13.550393104553223) (2762,13.459634780883789)* (1210,13.301176071166992) (2997,13.299514770507812) (908,13.236784934997559) (1259,13.228275299072266) (541,13.15458869934082) (750,13.121522903442383) (2571,13.104618072509766) (111,13.088972091674805) (589,13.00905990600586) (2396,12.976396560668945)*
5666: (2858,15.983631134033203)* (608,14.902910232543945) (318,14.505080223083496) (527,14.321056365966797) (296,14.174413681030273) (858,13.422947883605957) (260,12.683772087097168) (1196,12.646007537841797) (2997,12.540250778198242) (1198,12.488235473632812) (1193,12.417951583862305) (2396,11.891342163085938) (589,11.638038635253906) (1221,11.588480949401855) (1704,11.367199897766113) (1259,11.32649040222168) (1265,11.028435707092285) (457,10.934317588806152) (1089,10.717731475830078) (356,10.681012153625488)
5667: (2858,25.98651123046875)* (527,25.657821655273438) (1225,24.918434143066406)* (318,24.200458526611328) (904,22.710033416748047)* (1136,22.523155212402344) (1259,21.675113677978516) (1394,21.49087142944336)* (34,20.914794921875) (2804,20.638214111328125) (1288,20.630107879638672) (1270,20.337867736816406) (903,20.184219360351562)* (910,19.76398468017578) (1278,19.700767517089844) (2762,19.686016082763672) (913,19.66667938232422)* (2289,19.64358139038086) (2324,19.50560188293457) (1358,19.09953498840332)
5668: (1270,15.110069274902344) (2571,15.029352188110352) (480,14.864384651184082) (1097,14.001678466796875) (1214,13.796625137329102) (2028,13.365070343017578) (1200,13.277986526489258) (1374,13.13117790222168) (457,12.979602813720703)* (858,12.908243179321289) (1,12.9035062789917) (2628,12.829625129699707) (356,12.660623550415039) (919,12.482470512390137) (1610,12.430246353149414) (1387,12.393304824829102) (593,12.383369445800781) (541,12.188117980957031) (2762,11.977242469787598) (780,11.891271591186523)
5669: (1230,15.313005447387695) (2858,14.6024169921875) (912,14.55107307434082) (608,14.484980583190918) (1193,14.44926643371582) (2396,14.34605598449707) (1225,14.197914123535156) (1247,13.890003204345703) (858,13.749574661254883) (527,13.649272918701172) (318,13.083822250366211) (2997,13.082683563232422) (923,12.951873779296875) (908,12.928044319152832) (919,12.913610458374023) (34,12.872213363647461) (1265,12.867249488830566) (1207,12.822340965270996) (593,12.777172088623047) (1307,12.763544082641602)
5670: (589,15.830214500427246) (2571,15.23145866394043)* (1240,14.262953758239746) (2916,13.441107749938965) (1214,13.106380462646484)* (1200,13.058940887451172)* (1374,12.590167999267578) (110,12.399349212646484) (1036,12.331844329833984) (3527,12.222443580627441) (1291,12.090837478637695) (1356,11.951091766357422) (1527,11.509278297424316) (457,11.502479553222656) (1610,11.346139907836914) (1270,11.133237838745117) (1127,11.133150100708008) (316,10.99710464477539)* (733,10.964290618896484) (2000,10.86635971069336)
5671: (858,19.02414321899414) (608,18.484241485595703) (2858,18.319019317626953) (1193,17.42815399169922) (1617,16.776824951171875) (296,16.63797950744629) (1221,16.473281860351562) (912,16.249807357788086) (1259,16.19397735595703)* (1225,16.085464477539062)* (2762,16.06283950805664) (110,16.02206802368164) (50,15.951621055603027) (2396,15.738554000854492) (1136,15.725313186645508) (919,15.722809791564941)* (589,15.6612548828125) (1213,15.623157501220703) (1265,15.362700462341309)* (1214,14.911966323852539)
5672: (2858,10.365415573120117) (2997,8.920605659484863)* (2762,8.792623519897461)* (2396,8.150748252868652) (593,8.119515419006348) (608,8.045587539672852) (318,7.89312219619751) (527,7.64668083190918) (296,7.547629356384277) (1617,7.53842830657959) (260,7.420846939086914) (1196,7.301443099975586) (2599,7.223570823669434) (2959,7.189355850219727) (50,7.1821746826171875) (2028,7.151732444763184) (1197,7.114827632904053) (2571,7.046694278717041) (1265,6.9284844398498535) (858,6.909698009490967)
5673: (1230,17.80982208251953) (1193,17.225860595703125) (858,16.95574951171875) (1247,16.747798919677734) (908,16.349212646484375) (1252,16.16542625427246) (919,16.132801055908203)* (923,16.048864364624023) (904,15.756806373596191) (1207,15.71957015991211) (527,15.656540870666504) (2858,15.155028343200684) (2396,15.053555488586426) (111,15.049393653869629) (593,14.578947067260742) (1244,14.471866607666016) (1221,14.463069915771484) (1617,14.425695419311523) (910,14.397991180419922) (318,14.218408584594727)
5674: (2858,18.546878814697266) (593,16.017162322998047) (2997,15.867085456848145) (2396,15.513693809509277)* (1193,15.451414108276367) (1617,15.223824501037598) (858,14.714550018310547) (1230,14.463703155517578) (1213,14.439031600952148) (1225,14.090718269348145) (50,13.999130249023438) (2324,13.622955322265625) (1247,13.592533111572266) (2599,13.582475662231445) (2762,13.274377822875977) (908,13.197734832763672) (923,13.1915283203125) (111,13.140748977661133) (2289,13.032941818237305)* (1094,13.029340744018555)
5675: (2858,28.000459671020508) (1197,25.721988677978516) (912,25.610424041748047)* (1270,25.267269134521484) (1210,25.263771057128906)* (1259,24.34271240234375) (50,24.297494888305664)* (1136,24.14333152770996)* (110,23.839611053466797)* (1240,23.764217376708984)* (1265,23.49258041381836) (1247,22.85047721862793) (356,22.68383026123047) (750,22.61349868774414) (2804,22.519149780273438)* (111,22.37969207763672) (1387,22.308698654174805)* (2997,22.243703842163086) (1208,22.141408920288086)* (2791,21.951290130615234)
5676: (593,15.181188583374023) (608,15.173749923706055) (318,14.839365005493164) (2762,14.48874282836914) (296,14.409046173095703) (1197,14.247940063476562)* (1617,13.873066902160645) (2028,13.744564056396484) (50,13.630807876586914) (858,13.493419647216797) (1270,13.006231307983398) (1136,12.998502731323242) (1259,12.953763961791992)* (356,12.826860427856445) (1193,12.754881858825684)* (1213,12.741491317749023) (2599,12.722821235656738) (2571,12.494510650634766) (34,12.48845100402832) (2716,12.326393127441406)
5677: (608,22.5692081451416) (527,22.537708282470703)* (1617,20.176795959472656) (260,19.99443817138672) (1198,19.815006256103516)* (1196,19.777875900268555) (296,19.76927947998047) (1221,18.970001220703125) (1247,18.85314178466797)* (1230,18.84286880493164) (1213,18.805509567260742) (1197,18.739620208740234) (50,18.552474975585938) (908,18.46821403503418) (2997,18.394622802734375) (1270,17.97104263305664) (1136,17.93399429321289) (34,17.927865982055664) (111,17.6160888671875) (1252,17.369850158691406)
5678: (260,20.00920867919922) (1196,19.26849937438965) (1198,18.272974014282227) (1210,17.139297485351562) (1240,17.122325897216797)* (608,16.16054916381836) (1197,16.120315551757812) (593,16.100921630859375) (924,16.069927215576172)* (1270,16.051483154296875) (1221,15.856220245361328) (1193,15.67266845703125) (2028,15.419628143310547)* (1617,15.284639358520508) (2858,15.034146308898926)* (527,14.865923881530762) (919,14.712594985961914) (1387,14.620555877685547) (1259,14.391167640686035) (110,14.248899459838867)
5679: (1210,21.363746643066406) (2916,19.4739990234375)* (1374,18.328933715820312) (1291,18.31031608581543) (1270,16.135189056396484) (1387,16.000835418701172) (1376,15.682605743408203) (1127,15.408794403076172)* (2115,15.278902053833008) (1573,15.001097679138184) (1917,14.994972229003906) (3702,14.73659896850586) (541,14.566648483276367) (10,14.442365646362305)* (1197,14.42390251159668)* (3703,14.256290435791016) (1129,14.158910751342773)* (1097,14.129924774169922) (1608,14.072371482849121)* (2001,13.839910507202148)
5680: (858,21.983640670776367) (608,20.621126174926758) (1230,20.56397247314453) (908,20.268863677978516) (1247,19.944326400756836) (1225,19.81378173828125) (923,19.531272888183594) (1221,19.060548782348633) (919,19.007869720458984) (1207,18.97595977783203) (111,18.918087005615234) (593,18.68784523010254) (750,18.59571075439453)* (1250,17.755212783813477)* (913,17.695735931396484)* (1267,17.659048080444336)* (260,17.570493698120117) (1304,17.564342498779297) (2858,17.503698348999023) (1204,17.477251052856445)*
5681: (2858,16.280488967895508) (858,14.700963973999023) (1193,14.572626113891602) (593,14.507497787475586) (527,14.405472755432129) (1617,13.986698150634766) (318,13.983953475952148) (912,13.859475135803223) (296,13.786450386047363) (2396,13.529396057128906) (1230,13.505464553833008) (1225,13.233229637145996) (908,12.904359817504883) (1213,12.84939193725586) (50,12.785911560058594) (1247,12.67578125) (111,12.626066207885742) (1221,12.588399887084961) (1252,12.580166816711426) (923,12.48057746887207)
5682: (1196,22.295724868774414)* (2762,22.192380905151367)* (2858,21.711811065673828)* (3578,19.528087615966797)* (733,18.73188018798828)* (527,18.650653839111328)* (1,18.6120548248291) (780,18.42141342163086) (2716,18.000404357910156)* (1097,17.272592544555664) (2918,16.79189109802246)* (349,16.729305267333984)* (47,16.72536277770996)* (2791,16.509124755859375) (1387,16.39936065673828)* (2396,16.36830711364746) (1527,16.27411460876465)* (1573,16.185243606567383)* (2355,15.985994338989258) (1374,15.85898494720459)
5683: (2762,13.486133575439453)* (110,12.483298301696777)* (2571,12.327606201171875) (480,12.238429069519043) (593,12.228296279907227) (1210,12.20777702331543) (1,11.831003189086914) (260,11.68597412109375) (457,11.596227645874023)* (1198,11.579733848571777) (1265,11.565038681030273) (589,11.561677932739258) (1196,11.521150588989258) (527,11.509373664855957) (1784,10.929160118103027) (2355,10.676166534423828) (1704,10.521957397460938) (1610,10.509943008422852) (3114,10.359654426574707) (1393,10.299297332763672)
5684: (260,24.723735809326172)* (1198,23.281187057495117)* (593,21.291343688964844) (1214,20.60304069519043)* (541,20.02878761291504) (1221,19.99354362487793)* (1193,19.971519470214844) (1617,19.79901123046875)* (527,19.716995239257812) (1200,19.333984375)* (1259,19.261272430419922)* (318,19.02432632446289) (1097,18.947956085205078) (912,18.90495491027832) (750,18.84298324584961) (924,18.775217056274414) (50,18.749004364013672)* (1225,18.04827117919922) (2791,18.023069381713867)* (2762,17.895490646362305)
5685: (2997,14.008746147155762) (2599,12.949602127075195) (608,11.759421348571777) (318,11.684815406799316) (527,11.020519256591797) (296,10.889814376831055) (2336,10.64322280883789) (593,10.575505256652832) (2395,10.416339874267578)* (3176,10.253451347351074) (34,10.04029655456543) (1617,10.021818161010742) (1265,9.970537185668945) (1704,9.943557739257812) (1213,9.779369354248047) (3897,9.668339729309082) (2289,9.63301944732666) (1094,9.626618385314941) (1230,9.580419540405273) (2959,9.578195571899414)
5686: (858,15.841983795166016) (2858,15.7028169631958) (260,15.68910026550293) (593,15.416556358337402)* (1196,15.288818359375) (1617,14.669623374938965) (1198,14.597238540649414) (1193,14.480498313903809) (296,14.15559196472168) (318,14.031204223632812) (1221,13.756248474121094) (1136,13.226977348327637) (750,13.209614753723145) (1210,13.097017288208008) (1214,12.964025497436523) (1213,12.959797859191895) (589,12.937732696533203) (908,12.914468765258789) (1225,12.832465171813965) (1240,12.748015403747559)
